NWE_02x02
       i       j     height (m a.s.l.)
      39     102     1.485440E+02
      39     103     2.819640E+02
      39     104     3.310410E+02
      39     105     2.504450E+02
      39     106     1.376030E+02
      39     107     1.187080E+02
      39     108     1.861440E+02
      39     109     2.491450E+02
      39     110     3.830190E+02
      39     111     5.642930E+02
      39     112     5.689840E+02
      39     113     3.986220E+02
      39     114     1.920800E+02
      39     115     4.104330E+01
      39     116     2.516540E+01
      39     117     1.034320E+02
      39     118     1.453450E+02
      39     119     8.751430E+01
      39     120     2.029770E+01
      39     121     8.172480E+00
      39     122     6.270680E+00
      39     123     8.593270E-01
      39     124     1.276400E-02
      39     125     2.661640E-03
      39     126     0.000000E+00
      39     127     0.000000E+00
      39     128     0.000000E+00
      39     129     0.000000E+00
      39     130     0.000000E+00
      39     131     0.000000E+00
      39     132     0.000000E+00
      39     133     0.000000E+00
      39     134     0.000000E+00
      39     135     0.000000E+00
      39     136     0.000000E+00
      39     137     0.000000E+00
      39     138     0.000000E+00
      39     139     0.000000E+00
      39     140     0.000000E+00
      39     141     0.000000E+00
      39     142     0.000000E+00
      39     143     0.000000E+00
      39     144     0.000000E+00
      39     145     0.000000E+00
      39     146     0.000000E+00
      39     147     0.000000E+00
      39     148     0.000000E+00
      39     149     0.000000E+00
      39     150     0.000000E+00
      39     151     0.000000E+00
      39     152     0.000000E+00
      39     153     0.000000E+00
      39     154     0.000000E+00
      39     155     0.000000E+00
      39     156     0.000000E+00
      39     157     0.000000E+00
      39     158     0.000000E+00
      39     159     0.000000E+00
      39     160     0.000000E+00
      39     161     0.000000E+00
      39     162     0.000000E+00
      39     163     0.000000E+00
      39     164     0.000000E+00
      39     165     0.000000E+00
      39     166     0.000000E+00
      39     167     0.000000E+00
      39     168     0.000000E+00
      39     169     0.000000E+00
      39     170     0.000000E+00
      39     171     0.000000E+00
      39     172     0.000000E+00
      39     173     0.000000E+00
      39     174     0.000000E+00
      39     175     0.000000E+00
      39     176     0.000000E+00
      39     177     0.000000E+00
      39     178     0.000000E+00
      39     179     0.000000E+00
      39     180     0.000000E+00
      39     181     0.000000E+00
      39     182     0.000000E+00
      39     183     0.000000E+00
      39     184     0.000000E+00
      39     185     0.000000E+00
      39     186     0.000000E+00
      39     187     0.000000E+00
      40       1     6.107500E+02
      40       2     3.913270E+02
      40       3     1.036210E+02
      40       4     0.000000E+00
      40       5     0.000000E+00
      40       6     1.711380E-02
      40       7     0.000000E+00
      40       8     0.000000E+00
      40       9     0.000000E+00
      40      10     2.798760E+02
      40      11     9.729250E+02
      40      12     1.378300E+03
      40      13     1.199390E+03
      40      14     1.066810E+03
      40      15     9.132420E+02
      40      16     5.532210E+02
      40      17     4.383590E+02
      40      18     6.083670E+02
      40      19     7.552500E+02
      40      20     7.437580E+02
      40      21     6.676750E+02
      40      22     6.515620E+02
      40      23     6.874170E+02
      40      24     6.971720E+02
      40      25     6.838550E+02
      40      26     6.601380E+02
      40      27     6.187340E+02
      40      28     6.181010E+02
      40      29     6.502490E+02
      40      30     7.418110E+02
      40      31     1.010100E+03
      40      32     1.274170E+03
      40      33     1.214660E+03
      40      34     9.939530E+02
      40      35     9.289010E+02
      40      36     9.869370E+02
      40      37     1.036210E+03
      40      38     1.016810E+03
      40      39     9.216340E+02
      40      40     8.243180E+02
      40      41     8.018800E+02
      40      42     7.305710E+02
      40      43     4.064270E+02
      40      44     7.331330E+01
      40      45     0.000000E+00
      40      46     0.000000E+00
      40      47     0.000000E+00
      40      48     0.000000E+00
      40      49     0.000000E+00
      40      50     0.000000E+00
      40      51     0.000000E+00
      40      52     0.000000E+00
      40      53     0.000000E+00
      40      54     0.000000E+00
      40      55     0.000000E+00
      40      56     0.000000E+00
      40      57     0.000000E+00
      40      58     0.000000E+00
      40      59     0.000000E+00
      40      60     3.942100E-04
      40      61     2.426870E-03
      40      62     2.869560E-01
      40      63     3.594750E-01
      40      64     1.510730E-01
      40      65     1.687520E+01
      40      66     8.535980E+01
      40      67     1.609840E+02
      40      68     1.854870E+02
      40      69     1.547600E+02
      40      70     6.997680E+01
      40      71     7.455830E+00
      40      72     0.000000E+00
      40      73     0.000000E+00
      40      74     0.000000E+00
      40      75     2.467250E-03
      40      76     1.257840E-02
      40      77     1.852880E+00
      40      78     3.347490E+01
      40      79     8.228060E+01
      40      80     1.161270E+02
      40      81     1.493720E+02
      40      82     1.393180E+02
      40      83     5.842860E+01
      40      84     7.042820E+01
      40      85     2.004060E+02
      40      86     2.748360E+02
      40      87     2.833460E+02
      40      88     2.930280E+02
      40      89     2.661170E+02
      40      90     2.532070E+02
      40      91     2.921050E+02
      40      92     2.452940E+02
      40      93     9.846730E+01
      40      94     4.658340E+00
      40      95     5.399930E-02
      40      96     3.460020E-02
      40      97     1.015090E+01
      40      98     7.066540E+01
      40      99     1.237410E+02
      40     100     9.029820E+01
      40     101     5.216510E+01
      40     102     1.298830E+02
      40     103     2.754390E+02
      40     104     3.437760E+02
      40     105     2.739620E+02
      40     106     1.384250E+02
      40     107     9.014190E+01
      40     108     1.385240E+02
      40     109     1.936320E+02
      40     110     3.521560E+02
      40     111     5.578190E+02
      40     112     5.594120E+02
      40     113     3.935150E+02
      40     114     1.991260E+02
      40     115     4.219100E+01
      40     116     7.907840E+00
      40     117     6.537250E+01
      40     118     1.060200E+02
      40     119     6.847470E+01
      40     120     1.898490E+01
      40     121     1.337010E+01
      40     122     1.182500E+01
      40     123     2.409620E+00
      40     124     1.276400E-02
      40     125     2.661640E-03
      40     126     0.000000E+00
      40     127     0.000000E+00
      40     128     0.000000E+00
      40     129     0.000000E+00
      40     130     0.000000E+00
      40     131     0.000000E+00
      40     132     0.000000E+00
      40     133     0.000000E+00
      40     134     0.000000E+00
      40     135     0.000000E+00
      40     136     0.000000E+00
      40     137     0.000000E+00
      40     138     0.000000E+00
      40     139     0.000000E+00
      40     140     0.000000E+00
      40     141     0.000000E+00
      40     142     0.000000E+00
      40     143     0.000000E+00
      40     144     0.000000E+00
      40     145     0.000000E+00
      40     146     0.000000E+00
      40     147     0.000000E+00
      40     148     0.000000E+00
      40     149     0.000000E+00
      40     150     0.000000E+00
      40     151     0.000000E+00
      40     152     0.000000E+00
      40     153     0.000000E+00
      40     154     0.000000E+00
      40     155     0.000000E+00
      40     156     0.000000E+00
      40     157     0.000000E+00
      40     158     0.000000E+00
      40     159     0.000000E+00
      40     160     0.000000E+00
      40     161     0.000000E+00
      40     162     0.000000E+00
      40     163     0.000000E+00
      40     164     0.000000E+00
      40     165     0.000000E+00
      40     166     0.000000E+00
      40     167     0.000000E+00
      40     168     0.000000E+00
      40     169     0.000000E+00
      40     170     0.000000E+00
      40     171     0.000000E+00
      40     172     0.000000E+00
      40     173     0.000000E+00
      40     174     0.000000E+00
      40     175     0.000000E+00
      40     176     0.000000E+00
      40     177     0.000000E+00
      40     178     0.000000E+00
      40     179     0.000000E+00
      40     180     0.000000E+00
      40     181     0.000000E+00
      40     182     0.000000E+00
      40     183     0.000000E+00
      40     184     0.000000E+00
      40     185     0.000000E+00
      40     186     0.000000E+00
      40     187     0.000000E+00
      41       1     4.440020E+02
      41       2     2.688970E+02
      41       3     8.091830E+01
      41       4     0.000000E+00
      41       5     0.000000E+00
      41       6     0.000000E+00
      41       7     0.000000E+00
      41       8     0.000000E+00
      41       9     0.000000E+00
      41      10     2.567570E+02
      41      11     1.102240E+03
      41      12     1.720580E+03
      41      13     1.368630E+03
      41      14     9.919990E+02
      41      15     8.354800E+02
      41      16     5.602960E+02
      41      17     4.966420E+02
      41      18     6.358050E+02
      41      19     7.615800E+02
      41      20     7.794750E+02
      41      21     7.139290E+02
      41      22     6.580380E+02
      41      23     6.484890E+02
      41      24     6.658970E+02
      41      25     7.002040E+02
      41      26     7.030310E+02
      41      27     6.680490E+02
      41      28     6.897320E+02
      41      29     7.231050E+02
      41      30     7.482910E+02
      41      31     9.404120E+02
      41      32     1.242390E+03
      41      33     1.260920E+03
      41      34     1.031450E+03
      41      35     9.561410E+02
      41      36     1.056400E+03
      41      37     1.180190E+03
      41      38     1.140770E+03
      41      39     8.990180E+02
      41      40     7.612100E+02
      41      41     7.385380E+02
      41      42     5.817020E+02
      41      43     2.858400E+02
      41      44     5.084000E+01
      41      45     0.000000E+00
      41      46     0.000000E+00
      41      47     0.000000E+00
      41      48     0.000000E+00
      41      49     0.000000E+00
      41      50     0.000000E+00
      41      51     0.000000E+00
      41      52     0.000000E+00
      41      53     0.000000E+00
      41      54     0.000000E+00
      41      55     0.000000E+00
      41      56     0.000000E+00
      41      57     0.000000E+00
      41      58     0.000000E+00
      41      59     0.000000E+00
      41      60     0.000000E+00
      41      61     0.000000E+00
      41      62     5.391740E-01
      41      63     6.081280E-01
      41      64     1.690750E+00
      41      65     2.374060E+01
      41      66     8.849420E+01
      41      67     1.630180E+02
      41      68     1.891650E+02
      41      69     1.570750E+02
      41      70     7.066590E+01
      41      71     7.904480E+00
      41      72     0.000000E+00
      41      73     0.000000E+00
      41      74     3.394490E-02
      41      75     1.164960E-02
      41      76     1.257840E-02
      41      77     1.411400E+00
      41      78     1.523210E+01
      41      79     3.806530E+01
      41      80     8.093450E+01
      41      81     1.322430E+02
      41      82     1.206780E+02
      41      83     4.938120E+01
      41      84     7.066660E+01
      41      85     1.973540E+02
      41      86     2.655670E+02
      41      87     2.619770E+02
      41      88     2.746090E+02
      41      89     2.585280E+02
      41      90     2.324050E+02
      41      91     2.469410E+02
      41      92     1.970660E+02
      41      93     7.677510E+01
      41      94     6.966810E+00
      41      95     4.024660E+00
      41      96     3.423130E+00
      41      97     1.753610E+01
      41      98     1.003350E+02
      41      99     1.776630E+02
      41     100     1.316180E+02
      41     101     5.764510E+01
      41     102     1.255760E+02
      41     103     2.715120E+02
      41     104     3.421280E+02
      41     105     2.859360E+02
      41     106     1.430180E+02
      41     107     7.054740E+01
      41     108     9.721290E+01
      41     109     1.447560E+02
      41     110     3.158800E+02
      41     111     5.246470E+02
      41     112     5.238990E+02
      41     113     3.752280E+02
      41     114     2.014220E+02
      41     115     5.002670E+01
      41     116     1.296290E+00
      41     117     3.218950E+01
      41     118     6.590910E+01
      41     119     4.716030E+01
      41     120     1.572940E+01
      41     121     1.489540E+01
      41     122     1.344950E+01
      41     123     2.974080E+00
      41     124     1.086270E-02
      41     125     2.661640E-03
      41     126     0.000000E+00
      41     127     0.000000E+00
      41     128     0.000000E+00
      41     129     0.000000E+00
      41     130     0.000000E+00
      41     131     0.000000E+00
      41     132     0.000000E+00
      41     133     0.000000E+00
      41     134     0.000000E+00
      41     135     0.000000E+00
      41     136     0.000000E+00
      41     137     0.000000E+00
      41     138     0.000000E+00
      41     139     0.000000E+00
      41     140     0.000000E+00
      41     141     0.000000E+00
      41     142     0.000000E+00
      41     143     0.000000E+00
      41     144     0.000000E+00
      41     145     0.000000E+00
      41     146     0.000000E+00
      41     147     0.000000E+00
      41     148     0.000000E+00
      41     149     0.000000E+00
      41     150     0.000000E+00
      41     151     0.000000E+00
      41     152     0.000000E+00
      41     153     0.000000E+00
      41     154     0.000000E+00
      41     155     0.000000E+00
      41     156     0.000000E+00
      41     157     0.000000E+00
      41     158     0.000000E+00
      41     159     0.000000E+00
      41     160     0.000000E+00
      41     161     0.000000E+00
      41     162     0.000000E+00
      41     163     0.000000E+00
      41     164     0.000000E+00
      41     165     0.000000E+00
      41     166     0.000000E+00
      41     167     0.000000E+00
      41     168     0.000000E+00
      41     169     0.000000E+00
      41     170     0.000000E+00
      41     171     0.000000E+00
      41     172     0.000000E+00
      41     173     0.000000E+00
      41     174     0.000000E+00
      41     175     0.000000E+00
      41     176     0.000000E+00
      41     177     0.000000E+00
      41     178     0.000000E+00
      41     179     0.000000E+00
      41     180     0.000000E+00
      41     181     0.000000E+00
      41     182     0.000000E+00
      41     183     0.000000E+00
      41     184     0.000000E+00
      41     185     0.000000E+00
      41     186     0.000000E+00
      41     187     0.000000E+00
      42       1     3.613600E+02
      42       2     2.044140E+02
      42       3     8.273570E+01
      42       4     1.531770E+01
      42       5     0.000000E+00
      42       6     0.000000E+00
      42       7     0.000000E+00
      42       8     0.000000E+00
      42       9     0.000000E+00
      42      10     2.059770E+02
      42      11     9.932420E+02
      42      12     1.622950E+03
      42      13     1.328710E+03
      42      14     9.332040E+02
      42      15     8.250440E+02
      42      16     7.189180E+02
      42      17     6.606720E+02
      42      18     6.853260E+02
      42      19     7.789020E+02
      42      20     8.328480E+02
      42      21     7.920960E+02
      42      22     7.071030E+02
      42      23     6.606170E+02
      42      24     6.802880E+02
      42      25     7.296750E+02
      42      26     7.426720E+02
      42      27     7.160470E+02
      42      28     7.487110E+02
      42      29     8.121430E+02
      42      30     8.251150E+02
      42      31     9.168280E+02
      42      32     1.145530E+03
      42      33     1.206020E+03
      42      34     1.047330E+03
      42      35     1.005860E+03
      42      36     1.165520E+03
      42      37     1.328020E+03
      42      38     1.186800E+03
      42      39     8.169840E+02
      42      40     6.866330E+02
      42      41     6.832270E+02
      42      42     4.608120E+02
      42      43     1.803370E+02
      42      44     2.712050E+01
      42      45     0.000000E+00
      42      46     0.000000E+00
      42      47     0.000000E+00
      42      48     0.000000E+00
      42      49     0.000000E+00
      42      50     0.000000E+00
      42      51     0.000000E+00
      42      52     0.000000E+00
      42      53     0.000000E+00
      42      54     0.000000E+00
      42      55     0.000000E+00
      42      56     0.000000E+00
      42      57     0.000000E+00
      42      58     4.929250E-04
      42      59     0.000000E+00
      42      60     0.000000E+00
      42      61     0.000000E+00
      42      62     4.985220E-01
      42      63     6.081280E-01
      42      64     4.551500E+00
      42      65     3.466410E+01
      42      66     9.093520E+01
      42      67     1.548160E+02
      42      68     1.853510E+02
      42      69     1.481380E+02
      42      70     6.253960E+01
      42      71     7.327030E+00
      42      72     0.000000E+00
      42      73     1.729020E-01
      42      74     2.932500E-01
      42      75     9.173870E-02
      42      76     1.257840E-02
      42      77     3.514430E-01
      42      78     2.827440E+00
      42      79     1.330680E+01
      42      80     6.315920E+01
      42      81     1.124160E+02
      42      82     9.613350E+01
      42      83     4.459900E+01
      42      84     6.823450E+01
      42      85     1.709870E+02
      42      86     2.257720E+02
      42      87     2.190840E+02
      42      88     2.334940E+02
      42      89     2.242190E+02
      42      90     1.887940E+02
      42      91     1.882420E+02
      42      92     1.499270E+02
      42      93     6.178350E+01
      42      94     1.536800E+01
      42      95     1.898900E+01
      42      96     2.456130E+01
      42      97     4.263910E+01
      42      98     1.357710E+02
      42      99     2.261070E+02
      42     100     1.758720E+02
      42     101     8.633310E+01
      42     102     1.445590E+02
      42     103     2.702350E+02
      42     104     3.225990E+02
      42     105     2.811710E+02
      42     106     1.501810E+02
      42     107     5.900570E+01
      42     108     6.378410E+01
      42     109     1.027420E+02
      42     110     2.685280E+02
      42     111     4.580910E+02
      42     112     4.520120E+02
      42     113     3.405130E+02
      42     114     1.977920E+02
      42     115     5.350350E+01
      42     116     1.540550E-01
      42     117     9.675390E+00
      42     118     3.052770E+01
      42     119     2.641640E+01
      42     120     1.230510E+01
      42     121     1.489540E+01
      42     122     1.358950E+01
      42     123     3.072060E+00
      42     124     4.463280E-02
      42     125     2.661640E-03
      42     126     0.000000E+00
      42     127     0.000000E+00
      42     128     0.000000E+00
      42     129     0.000000E+00
      42     130     0.000000E+00
      42     131     0.000000E+00
      42     132     0.000000E+00
      42     133     0.000000E+00
      42     134     0.000000E+00
      42     135     0.000000E+00
      42     136     0.000000E+00
      42     137     0.000000E+00
      42     138     0.000000E+00
      42     139     0.000000E+00
      42     140     0.000000E+00
      42     141     0.000000E+00
      42     142     0.000000E+00
      42     143     0.000000E+00
      42     144     0.000000E+00
      42     145     0.000000E+00
      42     146     0.000000E+00
      42     147     0.000000E+00
      42     148     0.000000E+00
      42     149     0.000000E+00
      42     150     0.000000E+00
      42     151     0.000000E+00
      42     152     0.000000E+00
      42     153     0.000000E+00
      42     154     0.000000E+00
      42     155     0.000000E+00
      42     156     0.000000E+00
      42     157     0.000000E+00
      42     158     0.000000E+00
      42     159     0.000000E+00
      42     160     0.000000E+00
      42     161     0.000000E+00
      42     162     0.000000E+00
      42     163     0.000000E+00
      42     164     0.000000E+00
      42     165     0.000000E+00
      42     166     0.000000E+00
      42     167     0.000000E+00
      42     168     0.000000E+00
      42     169     0.000000E+00
      42     170     0.000000E+00
      42     171     0.000000E+00
      42     172     0.000000E+00
      42     173     0.000000E+00
      42     174     0.000000E+00
      42     175     0.000000E+00
      42     176     0.000000E+00
      42     177     0.000000E+00
      42     178     0.000000E+00
      42     179     0.000000E+00
      42     180     0.000000E+00
      42     181     0.000000E+00
      42     182     0.000000E+00
      42     183     0.000000E+00
      42     184     0.000000E+00
      42     185     0.000000E+00
      42     186     0.000000E+00
      42     187     0.000000E+00
      43       1     2.846610E+02
      43       2     1.454870E+02
      43       3     5.420360E+01
      43       4     1.492570E+01
      43       5     0.000000E+00
      43       6     0.000000E+00
      43       7     0.000000E+00
      43       8     0.000000E+00
      43       9     0.000000E+00
      43      10     2.058270E+02
      43      11     9.041810E+02
      43      12     1.430460E+03
      43      13     1.323280E+03
      43      14     1.002300E+03
      43      15     9.744640E+02
      43      16     1.133310E+03
      43      17     1.032220E+03
      43      18     8.085390E+02
      43      19     8.010180E+02
      43      20     8.883290E+02
      43      21     8.832000E+02
      43      22     7.846220E+02
      43      23     7.033570E+02
      43      24     7.179040E+02
      43      25     7.771790E+02
      43      26     8.114720E+02
      43      27     7.988600E+02
      43      28     7.912190E+02
      43      29     8.538050E+02
      43      30     9.126830E+02
      43      31     9.505430E+02
      43      32     1.050210E+03
      43      33     1.095700E+03
      43      34     1.032640E+03
      43      35     1.066790E+03
      43      36     1.279000E+03
      43      37     1.388940E+03
      43      38     1.099200E+03
      43      39     6.952500E+02
      43      40     6.062410E+02
      43      41     6.329450E+02
      43      42     4.392350E+02
      43      43     1.627580E+02
      43      44     2.450030E+01
      43      45     0.000000E+00
      43      46     0.000000E+00
      43      47     0.000000E+00
      43      48     0.000000E+00
      43      49     0.000000E+00
      43      50     0.000000E+00
      43      51     0.000000E+00
      43      52     0.000000E+00
      43      53     0.000000E+00
      43      54     0.000000E+00
      43      55     0.000000E+00
      43      56     0.000000E+00
      43      57     0.000000E+00
      43      58     4.929250E-04
      43      59     5.925430E-03
      43      60     1.708650E-02
      43      61     0.000000E+00
      43      62     2.522180E-01
      43      63     2.786620E-01
      43      64     9.859810E+00
      43      65     4.786920E+01
      43      66     9.285060E+01
      43      67     1.411940E+02
      43      68     1.729520E+02
      43      69     1.301140E+02
      43      70     4.919490E+01
      43      71     5.327420E+00
      43      72     0.000000E+00
      43      73     5.423130E-01
      43      74     6.850830E-01
      43      75     1.832820E-01
      43      76     1.257840E-02
      43      77     2.739350E-03
      43      78     0.000000E+00
      43      79     9.565510E+00
      43      80     6.246890E+01
      43      81     9.975160E+01
      43      82     8.083790E+01
      43      83     4.944120E+01
      43      84     6.535810E+01
      43      85     1.355360E+02
      43      86     1.784960E+02
      43      87     1.767270E+02
      43      88     1.941920E+02
      43      89     1.877590E+02
      43      90     1.468890E+02
      43      91     1.374450E+02
      43      92     1.106380E+02
      43      93     5.142390E+01
      43      94     2.999320E+01
      43      95     4.601140E+01
      43      96     6.207900E+01
      43      97     8.966190E+01
      43      98     1.829900E+02
      43      99     2.757420E+02
      43     100     2.364720E+02
      43     101     1.422370E+02
      43     102     1.782130E+02
      43     103     2.685930E+02
      43     104     2.893230E+02
      43     105     2.576320E+02
      43     106     1.482360E+02
      43     107     4.515700E+01
      43     108     3.879250E+01
      43     109     7.039220E+01
      43     110     2.115740E+02
      43     111     3.697430E+02
      43     112     3.618850E+02
      43     113     2.887110E+02
      43     114     1.819640E+02
      43     115     5.169090E+01
      43     116     2.187640E-01
      43     117     1.235570E+00
      43     118     9.377790E+00
      43     119     1.040190E+01
      43     120     7.698280E+00
      43     121     1.263790E+01
      43     122     1.229030E+01
      43     123     3.094540E+00
      43     124     4.636780E-02
      43     125     1.737130E-03
      43     126     0.000000E+00
      43     127     0.000000E+00
      43     128     0.000000E+00
      43     129     2.737950E-03
      43     130     0.000000E+00
      43     131     0.000000E+00
      43     132     0.000000E+00
      43     133     0.000000E+00
      43     134     0.000000E+00
      43     135     0.000000E+00
      43     136     0.000000E+00
      43     137     0.000000E+00
      43     138     0.000000E+00
      43     139     0.000000E+00
      43     140     0.000000E+00
      43     141     0.000000E+00
      43     142     0.000000E+00
      43     143     0.000000E+00
      43     144     0.000000E+00
      43     145     0.000000E+00
      43     146     0.000000E+00
      43     147     0.000000E+00
      43     148     0.000000E+00
      43     149     0.000000E+00
      43     150     0.000000E+00
      43     151     0.000000E+00
      43     152     0.000000E+00
      43     153     0.000000E+00
      43     154     0.000000E+00
      43     155     0.000000E+00
      43     156     0.000000E+00
      43     157     0.000000E+00
      43     158     0.000000E+00
      43     159     0.000000E+00
      43     160     0.000000E+00
      43     161     0.000000E+00
      43     162     0.000000E+00
      43     163     0.000000E+00
      43     164     0.000000E+00
      43     165     0.000000E+00
      43     166     0.000000E+00
      43     167     0.000000E+00
      43     168     0.000000E+00
      43     169     0.000000E+00
      43     170     0.000000E+00
      43     171     0.000000E+00
      43     172     0.000000E+00
      43     173     0.000000E+00
      43     174     0.000000E+00
      43     175     0.000000E+00
      43     176     0.000000E+00
      43     177     0.000000E+00
      43     178     0.000000E+00
      43     179     0.000000E+00
      43     180     0.000000E+00
      43     181     0.000000E+00
      43     182     0.000000E+00
      43     183     0.000000E+00
      43     184     0.000000E+00
      43     185     0.000000E+00
      43     186     0.000000E+00
      43     187     0.000000E+00
      44       1     2.471770E+02
      44       2     9.531120E+01
      44       3     1.745140E+01
      44       4     0.000000E+00
      44       5     2.198020E-01
      44       6     0.000000E+00
      44       7     0.000000E+00
      44       8     0.000000E+00
      44       9     0.000000E+00
      44      10     1.870480E+02
      44      11     7.379040E+02
      44      12     1.169920E+03
      44      13     1.285570E+03
      44      14     1.054250E+03
      44      15     1.017020E+03
      44      16     1.343310E+03
      44      17     1.343620E+03
      44      18     1.047470E+03
      44      19     9.198710E+02
      44      20     9.548330E+02
      44      21     9.511560E+02
      44      22     8.467310E+02
      44      23     7.413360E+02
      44      24     7.479850E+02
      44      25     8.148400E+02
      44      26     8.763580E+02
      44      27     8.887410E+02
      44      28     8.408690E+02
      44      29     8.555370E+02
      44      30     9.475270E+02
      44      31     1.017470E+03
      44      32     1.054160E+03
      44      33     1.053310E+03
      44      34     1.023570E+03
      44      35     1.081630E+03
      44      36     1.295460E+03
      44      37     1.352320E+03
      44      38     9.906820E+02
      44      39     6.522670E+02
      44      40     6.250840E+02
      44      41     6.273740E+02
      44      42     4.631910E+02
      44      43     1.994550E+02
      44      44     3.363500E+01
      44      45     0.000000E+00
      44      46     0.000000E+00
      44      47     0.000000E+00
      44      48     0.000000E+00
      44      49     0.000000E+00
      44      50     0.000000E+00
      44      51     0.000000E+00
      44      52     0.000000E+00
      44      53     0.000000E+00
      44      54     0.000000E+00
      44      55     0.000000E+00
      44      56     0.000000E+00
      44      57     0.000000E+00
      44      58     4.929250E-04
      44      59     3.011270E-02
      44      60     7.075780E-02
      44      61     1.667280E-02
      44      62     9.997560E-02
      44      63     1.232950E+00
      44      64     1.692100E+01
      44      65     5.758050E+01
      44      66     9.225300E+01
      44      67     1.283730E+02
      44      68     1.517210E+02
      44      69     1.065970E+02
      44      70     3.469110E+01
      44      71     2.645090E+00
      44      72     3.431570E-01
      44      73     1.559690E+00
      44      74     9.930130E-01
      44      75     1.808150E-01
      44      76     9.026880E-03
      44      77     2.739350E-03
      44      78     0.000000E+00
      44      79     1.099970E+01
      44      80     6.138830E+01
      44      81     9.278160E+01
      44      82     8.082460E+01
      44      83     6.357280E+01
      44      84     6.687190E+01
      44      85     1.039610E+02
      44      86     1.331970E+02
      44      87     1.356080E+02
      44      88     1.550170E+02
      44      89     1.571080E+02
      44      90     1.221240E+02
      44      91     1.050430E+02
      44      92     8.414880E+01
      44      93     4.925670E+01
      44      94     5.278650E+01
      44      95     8.328660E+01
      44      96     1.075710E+02
      44      97     1.468980E+02
      44      98     2.347620E+02
      44      99     3.193140E+02
      44     100     2.955710E+02
      44     101     1.977810E+02
      44     102     2.031360E+02
      44     103     2.652180E+02
      44     104     2.573330E+02
      44     105     2.211960E+02
      44     106     1.333450E+02
      44     107     3.241890E+01
      44     108     2.096430E+01
      44     109     4.547920E+01
      44     110     1.500100E+02
      44     111     2.722620E+02
      44     112     2.696870E+02
      44     113     2.272080E+02
      44     114     1.568140E+02
      44     115     4.969520E+01
      44     116     6.410920E-01
      44     117     2.398830E-02
      44     118     1.489040E+00
      44     119     2.204250E+00
      44     120     3.059720E+00
      44     121     6.722970E+00
      44     122     7.329060E+00
      44     123     2.241580E+00
      44     124     4.636780E-02
      44     125     1.737130E-03
      44     126     4.068870E-02
      44     127     9.990050E-02
      44     128     3.626300E-02
      44     129     2.737950E-03
      44     130     4.139200E-04
      44     131     0.000000E+00
      44     132     0.000000E+00
      44     133     0.000000E+00
      44     134     0.000000E+00
      44     135     0.000000E+00
      44     136     0.000000E+00
      44     137     0.000000E+00
      44     138     0.000000E+00
      44     139     0.000000E+00
      44     140     0.000000E+00
      44     141     0.000000E+00
      44     142     0.000000E+00
      44     143     0.000000E+00
      44     144     0.000000E+00
      44     145     0.000000E+00
      44     146     0.000000E+00
      44     147     0.000000E+00
      44     148     0.000000E+00
      44     149     0.000000E+00
      44     150     0.000000E+00
      44     151     0.000000E+00
      44     152     0.000000E+00
      44     153     0.000000E+00
      44     154     0.000000E+00
      44     155     0.000000E+00
      44     156     0.000000E+00
      44     157     0.000000E+00
      44     158     0.000000E+00
      44     159     0.000000E+00
      44     160     0.000000E+00
      44     161     0.000000E+00
      44     162     0.000000E+00
      44     163     0.000000E+00
      44     164     0.000000E+00
      44     165     0.000000E+00
      44     166     0.000000E+00
      44     167     0.000000E+00
      44     168     0.000000E+00
      44     169     0.000000E+00
      44     170     0.000000E+00
      44     171     0.000000E+00
      44     172     0.000000E+00
      44     173     0.000000E+00
      44     174     0.000000E+00
      44     175     0.000000E+00
      44     176     0.000000E+00
      44     177     0.000000E+00
      44     178     0.000000E+00
      44     179     0.000000E+00
      44     180     0.000000E+00
      44     181     0.000000E+00
      44     182     0.000000E+00
      44     183     0.000000E+00
      44     184     0.000000E+00
      44     185     0.000000E+00
      44     186     0.000000E+00
      44     187     0.000000E+00
      45       1     2.974180E+02
      45       2     7.635570E+01
      45       3     3.443990E+00
      45       4     0.000000E+00
      45       5     4.822330E-02
      45       6     5.894750E-02
      45       7     0.000000E+00
      45       8     0.000000E+00
      45       9     0.000000E+00
      45      10     8.756800E+01
      45      11     4.265550E+02
      45      12     8.453240E+02
      45      13     1.136500E+03
      45      14     1.072010E+03
      45      15     1.026290E+03
      45      16     1.284650E+03
      45      17     1.403750E+03
      45      18     1.222910E+03
      45      19     1.079440E+03
      45      20     1.044870E+03
      45      21     9.769340E+02
      45      22     8.562500E+02
      45      23     7.627270E+02
      45      24     7.744610E+02
      45      25     8.367540E+02
      45      26     9.128790E+02
      45      27     9.468650E+02
      45      28     9.004630E+02
      45      29     9.022000E+02
      45      30     9.963070E+02
      45      31     1.090790E+03
      45      32     1.108920E+03
      45      33     1.050750E+03
      45      34     1.007970E+03
      45      35     1.064250E+03
      45      36     1.247280E+03
      45      37     1.277580E+03
      45      38     9.232320E+02
      45      39     6.486780E+02
      45      40     6.892780E+02
      45      41     6.594050E+02
      45      42     4.458280E+02
      45      43     1.952060E+02
      45      44     2.997110E+01
      45      45     0.000000E+00
      45      46     0.000000E+00
      45      47     0.000000E+00
      45      48     0.000000E+00
      45      49     0.000000E+00
      45      50     0.000000E+00
      45      51     0.000000E+00
      45      52     0.000000E+00
      45      53     0.000000E+00
      45      54     0.000000E+00
